,Assistant professors,Associate professors,College,Full professors,Instructors,Student-fac. ratio
1169,44200.0,51600.0,Oklahoma Panhandle State University,53600.0,34000.0,16 to 1
1170,45300.0,47000.0,Olivet College,53500.0,,19 to 1
1171,45500.0,48300.0,Lincoln Christian University,53200.0,,12 to 1
1172,43900.0,48500.0,Nunez Community College,52900.0,44900.0,25 to 1
1173,44500.0,49800.0,New Mexico State University Dona Ana Community College,52700.0,41600.0,21 to 1
1174,41700.0,49000.0,Toccoa Falls College,52500.0,,13 to 1
1175,47100.0,48800.0,Peninsula College,52300.0,48500.0,17 to 1
1176,43000.0,45000.0,King College,52200.0,34500.0,15 to 1
1177,47600.0,50600.0,Mineral Area College,52100.0,44600.0,22 to 1
1178,42200.0,42700.0,Brevard College,50500.0,,11 to 1
1179,43600.0,49800.0,North Carolina Wesleyan College,50300.0,40700.0,13 to 1
1180,39400.0,40300.0,Lees-McRae College,49800.0,37700.0,15 to 1
1181,38800.0,43500.0,Ohio Valley University,49200.0,,9 to 1
1182,43700.0,43900.0,St. Andrews University,48100.0,31400.0,10 to 1
1183,,42500.0,Faith Baptist Bible College and Theological Seminary,47800.0,,14 to 1
1184,37600.0,,Kentucky Christian University,47200.0,,15 to 1
1185,41900.0,44400.0,Tennessee Wesleyan College,45900.0,37400.0,16 to 1
1186,37900.0,44300.0,Union College (Ky.),45300.0,34300.0,13 to 1
1187,29700.0,36400.0,Universidad Politecnica De Puerto Rico,45200.0,30000.0,17 to 1
1188,35700.0,40000.0,Lackawanna College,45100.0,32200.0,10 to 1
1189,35900.0,38100.0,Tabor College,44400.0,,13 to 1
1190,36600.0,,AIB College of Business,42700.0,37000.0,19 to 1
1191,41800.0,49300.0,Villa Maria College of Buffalo,42200.0,39600.0,9 to 1
1192,,,Lawson State Community College,,,23 to 1
1193,,,Northwest-Shoals Community College,,,23 to 1
1194,,,Prince William Sound Community College,,,12 to 1
1195,,,Cochise College,,,16 to 1
1196,,,Santa Rosa Junior College,,,24 to 1
1197,,,Morgan Community College,,,14 to 1
1198,,,Hartford Seminary,,,
1199,,,Delaware Technical and Community College Owens Campus,,,17 to 1
1200,,,Delaware Technical and Community College-Terry,,,16 to 1
1201,,,Delaware Technical and Community College Stanton-Wilmington Campus,,,16 to 1
1202,41500.0,51600.0,East Georgia College,,37000.0,29 to 1
1203,,,Eastern Idaho Technical College,,,4 to 1
1204,,,North Idaho College,,,17 to 1
1205,,,Highland Community College (Ill.),,,18 to 1
1206,,,Spoon River College,,,17 to 1
1207,,,Hawkeye Community College,,,23 to 1
1208,,,North Iowa Area Community College,,,23 to 1
1209,,,St. John's College (Md.),,,7 to 1
1210,,,Alexandria Technical and Community College,,,23 to 1
1211,,,Anoka Technical College,,,22 to 1
1212,,,Anoka-Ramsey Community College,,,31 to 1
1213,,,Riverland Community College,,,24 to 1
1214,,,Northwest Technical College,,,21 to 1
1215,,,Central Lakes College,,,26 to 1
1216,,,Dakota County Technical College,,,25 to 1
1217,,,Lake Superior College,,,25 to 1
1218,,,Minnesota State Community and Technical College at Fergus Falls,,,21 to 1
1219,,,Minnesota West Community and Technical College,,,20 to 1
1220,,,Hennepin Technical College,,,21 to 1
1221,,,"Hibbing Community College, A Technical and Community College",,,18 to 1
1222,,,Inver Hills Community College,,,26 to 1
1223,,,Itasca Community College,,,22 to 1
1224,,,South Central College,,,21 to 1
1225,,,Mesabi Range Community & Technical College,,,25 to 1
1226,,,Minneapolis Community and Technical College,,,27 to 1
1227,,,North Hennepin Community College,,,28 to 1
1228,,,Normandale Community College,,,27 to 1
1229,,,Northland Community and Technical College,,,21 to 1
1230,,,Pine Technical College,,,23 to 1
1231,,,Rainy River Community College,,,22 to 1
1232,,,Rochester Community and Technical College,,,22 to 1
1233,,,Saint Cloud Technical and Community College,,,25 to 1
1234,,,"Saint Paul College, A Community & Technical College",,,25 to 1
1235,,,Vermilion Community College,,,23 to 1
1236,,,Ridgewater College,,,22 to 1
1237,,,Minnesota State College-Southeast Technical,,,25 to 1
1238,,,Century College,,,27 to 1
1239,,,Pearl River Community College,,,16 to 1
1240,,,Metropolitan Community College Longview,,,26 to 1
1241,,,Metropolitan Community College Maple Woods,,,27 to 1
1242,,,Metropolitan Community College - Penn Valley,,,16 to 1
1243,,,Little Big Horn College,,,30 to 1
1244,,,Central Community College,,,20 to 1
1245,,,Central New Mexico Community College,,,27 to 1
1246,,,Clovis Community College,,,22 to 1
1247,,,New Mexico Junior College,,,18 to 1
1248,,,University of New Mexico at Taos,,,21 to 1
1249,62400.0,100800.0,State University of New York Upstate Medical University,,64600.0,6 to 1
1250,,,Haywood Community College,,,9 to 1
1251,,,Sampson Community College,,,11 to 1
1252,,,Sitting Bull College,,,10 to 1
1253,,,Athenaeum of Ohio,,,7 to 1
1254,47000.0,65200.0,Bowling Green State University Firelands College,,44900.0,20 to 1
1255,54400.0,65000.0,Kent State University at Ashtabula,,,20 to 1
1256,58400.0,67000.0,Kent State University-East Liverpool,,,17 to 1
1257,59300.0,71200.0,Kent State University-Salem,,,18 to 1
1258,,71100.0,Kent State University-Geauga,,,18 to 1
1259,,67700.0,Ohio University Eastern Campus,,,22 to 1
1260,53200.0,67500.0,Ohio University Southern Campus,,,27 to 1
1261,54200.0,67800.0,Ohio University Lancaster Campus,,,26 to 1
1262,,,Oklahoma State University at Okmulgee,,,18 to 1
1263,55100.0,56500.0,University of Pittsburgh at Titusville,,47400.0,12 to 1
1264,,,Aiken Technical College,,,18 to 1
1265,45700.0,47100.0,University of South Carolina-Salkehatchie,,38100.0,25 to 1
1266,,,University of South Carolina at Union,,,19 to 1
1267,,,Spartanburg Methodist College,,,19 to 1
1268,,,Blinn College,,,26 to 1
1269,,,Central Texas College,,,12 to 1
1270,53400.0,,Lamar State College-Orange,,40300.0,19 to 1
1271,,,Vernon College,,,16 to 1
1272,,,Marlboro College,,,8 to 1
1273,47200.0,60700.0,Dabney S. Lancaster Community College,,56600.0,18 to 1
1274,49700.0,56100.0,Eastern Shore Community College,,,15 to 1
1275,51200.0,56800.0,Rappahannock Community College,,48800.0,22 to 1
1276,,,Clark College,,,17 to 1
1277,,,Evergreen State College,,,23 to 1
1278,,,Wenatchee Valley College,,,20 to 1
1279,,,DeKalb Technical College,,,27 to 1
1280,,,NorthWest Arkansas Community College,,,19 to 1
1281,,,Fond du Lac Tribal and Community College,,,27 to 1
1282,,,Metropolitan Community College Blue River,,,20 to 1
1283,,,Metropolitan Community College-Business and Technology,,,11 to 1
1284,46100.0,,"Shorter University, College of Professional Studies",,,25 to 1
